Neighbor_Word,Similarity,Target_Word,Period,Model_Type,Rank
diabolical,0.4576068222522735,terrorist,1851-1900,CBOW,28
appalling,0.4557129740715027,terrorist,1851-1900,CBOW,29
widespread,0.4556828141212463,terrorist,1851-1900,CBOW,30
ignorance,0.4498635530471802,terrorist,1851-1900,CBOW,31
catholicism,0.4492055475711822,terrorist,1851-1900,CBOW,32
intimidation,0.4489131271839142,terrorist,1851-1900,CBOW,33
coercion_act,0.448022723197937,terrorist,1851-1900,CBOW,34
wanton,0.4470760524272918,terrorist,1851-1900,CBOW,35
lawless,0.4468582272529602,terrorist,1851-1900,CBOW,36
solitary_confinement,0.4463619291782379,terrorist,1851-1900,CBOW,37
absolute_necessity,0.4430911540985107,terrorist,1851-1900,CBOW,38
selfish,0.4429490566253662,terrorist,1851-1900,CBOW,39
tyranny,0.4421406984329223,terrorist,1851-1900,CBOW,40
confusion,0.4409500658512115,terrorist,1851-1900,CBOW,41
corruption,0.4386169910430908,terrorist,1851-1900,CBOW,42
corrupt_influence,0.4376501739025116,terrorist,1851-1900,CBOW,43
surprising,0.4370453953742981,terrorist,1851-1900,CBOW,44
dual,0.4366138875484466,terrorist,1851-1900,CBOW,45
public_sentiment,0.4362584054470062,terrorist,1851-1900,CBOW,46
instrumentality,0.4340494573116302,terrorist,1851-1900,CBOW,47
landlordism,0.4328746497631073,terrorist,1851-1900,CBOW,48
salad,0.4308695197105407,terrorist,1851-1900,CBOW,49
hateful,0.430475652217865,terrorist,1851-1900,CBOW,50
merciless,0.4302424788475036,terrorist,1851-1900,CBOW,51
australian,0.4290022850036621,terrorist,1851-1900,CBOW,52
riot_tumult,0.4264706969261169,terrorist,1851-1900,CBOW,53
impossible,0.4260068237781524,terrorist,1851-1900,CBOW,54
outrage,0.4256838858127594,terrorist,1851-1900,CBOW,55
inspiration,0.4255605041980743,terrorist,1851-1900,CBOW,56
intimidation_violence,0.4241804778575897,terrorist,1851-1900,CBOW,57
congress_adjourn,0.4232907891273498,terrorist,1851-1900,CBOW,58
combatant,0.422118216753006,terrorist,1851-1900,CBOW,59
conspiracy,0.4216796457767486,terrorist,1851-1900,CBOW,60
fatally,0.4216079711914062,terrorist,1851-1900,CBOW,61
virginia_chivalry,0.4215411245822906,terrorist,1851-1900,CBOW,62
juvenile,0.4200698137283325,terrorist,1851-1900,CBOW,63
viva_voice,0.4199156165122986,terrorist,1851-1900,CBOW,64
exultation,0.4193393290042877,terrorist,1851-1900,CBOW,65
coercion,0.4186485111713409,terrorist,1851-1900,CBOW,66
perpetrate,0.4171386063098907,terrorist,1851-1900,CBOW,67
coquette,0.4122901856899261,terrorist,1851-1900,CBOW,68
pressure,0.4122801125049591,terrorist,1851-1900,CBOW,69
bulldozing,0.4120030105113983,terrorist,1851-1900,CBOW,70
advent,0.4117754101753235,terrorist,1851-1900,CBOW,71
sympathizer,0.4103846549987793,terrorist,1851-1900,CBOW,72
surveillance,0.4093962907791137,terrorist,1851-1900,CBOW,73
fraud_intimidation,0.408623993396759,terrorist,1851-1900,CBOW,74
illegal,0.4079895913600921,terrorist,1851-1900,CBOW,75
extension,0.4074846804141998,terrorist,1851-1900,CBOW,76
severity,0.4067145586013794,terrorist,1851-1900,CBOW,77
discernible,0.4054198563098907,terrorist,1851-1900,CBOW,78
espionage,0.4032643735408783,terrorist,1851-1900,CBOW,79
thousand,0.402426153421402,terrorist,1851-1900,CBOW,80
tyrannical,0.402168720960617,terrorist,1851-1900,CBOW,81
actually,0.4021108448505401,terrorist,1851-1900,CBOW,82
virtual,0.4013827443122864,terrorist,1851-1900,CBOW,83
speculator,0.3986809849739074,terrorist,1851-1900,CBOW,84
broadcast,0.3983722925186157,terrorist,1851-1900,CBOW,85
gigantic,0.3982610404491424,terrorist,1851-1900,CBOW,86
patronage,0.3975129723548889,terrorist,1851-1900,CBOW,87
martial_law,0.3967185318470001,terrorist,1851-1900,CBOW,88
warlike_preparation,0.3966213166713714,terrorist,1851-1900,CBOW,89
emigrate,0.3957089185714721,terrorist,1851-1900,CBOW,90
jacksonville_la,0.3956111967563629,terrorist,1851-1900,CBOW,91
wise_counsel,0.3950975835323334,terrorist,1851-1900,CBOW,92
impunity,0.39373779296875,terrorist,1851-1900,CBOW,93
blackmail,0.392954021692276,terrorist,1851-1900,CBOW,94
fault,0.3928388059139251,terrorist,1851-1900,CBOW,95
exasperation,0.3927082419395447,terrorist,1851-1900,CBOW,96
terrorise,0.392695277929306,terrorist,1851-1900,CBOW,97
ruffian,0.3926783800125122,terrorist,1851-1900,CBOW,98
notoriously,0.3922919034957886,terrorist,1851-1900,CBOW,99
resorted,0.3915402889251709,terrorist,1851-1900,CBOW,100
atrocious,0.391184538602829,terrorist,1851-1900,CBOW,101
prohibitionist,0.3905044496059418,terrorist,1851-1900,CBOW,102
pilgrimage,0.3903034031391144,terrorist,1851-1900,CBOW,103
compulsory,0.3900033235549927,terrorist,1851-1900,CBOW,104
temptation,0.3899731636047363,terrorist,1851-1900,CBOW,105
redress_grievance,0.3898892402648926,terrorist,1851-1900,CBOW,106
stony_follow,0.3885529935359955,terrorist,1851-1900,CBOW,107
feel_insecurity,0.3881230056285858,terrorist,1851-1900,CBOW,108
oswego,0.3879229128360748,terrorist,1851-1900,CBOW,109
absolute_power,0.3866602778434753,terrorist,1851-1900,CBOW,110
audacity,0.3854038119316101,terrorist,1851-1900,CBOW,111
cruelty,0.3851949870586395,terrorist,1851-1900,CBOW,112
snuff,0.3849799931049347,terrorist,1851-1900,CBOW,113
exert_influence,0.3839507400989532,terrorist,1851-1900,CBOW,114
intrepid,0.3837338984012604,terrorist,1851-1900,CBOW,115
object_attain,0.3832772970199585,terrorist,1851-1900,CBOW,116
judicial_function,0.3828631639480591,terrorist,1851-1900,CBOW,117
greedy,0.3821166753768921,terrorist,1851-1900,CBOW,118
handful,0.3814380466938019,terrorist,1851-1900,CBOW,119
repugnant,0.3812941610813141,terrorist,1851-1900,CBOW,120
kansas_parish,0.3811074793338775,terrorist,1851-1900,CBOW,121
frenzy,0.3807447850704193,terrorist,1851-1900,CBOW,122
avarice,0.3803647458553314,terrorist,1851-1900,CBOW,123
propaganda,0.3801195025444031,terrorist,1851-1900,CBOW,124
evil,0.3782890439033508,terrorist,1851-1900,CBOW,125
herr_davis,0.3779356479644775,terrorist,1851-1900,CBOW,126
incredulity,0.3777467906475067,terrorist,1851-1900,CBOW,127
outlaw,0.3776119947433471,terrorist,1851-1900,CBOW,128
violence,0.3774242103099823,terrorist,1851-1900,CBOW,129
condemnation,0.3771074116230011,terrorist,1851-1900,CBOW,130
corrupt_practice,0.3764275312423706,terrorist,1851-1900,CBOW,131
whenever_wherever,0.3764240145683288,terrorist,1851-1900,CBOW,132
mercilessly,0.3761570155620575,terrorist,1851-1900,CBOW,133
cognizant,0.3755067586898803,terrorist,1851-1900,CBOW,134
invasion_insurrection,0.3753041625022888,terrorist,1851-1900,CBOW,135
motor,0.3745044469833374,terrorist,1851-1900,CBOW,136
elective_franchise,0.3738064467906952,terrorist,1851-1900,CBOW,137
hellish,0.3735491931438446,terrorist,1851-1900,CBOW,138
evildoer,0.3732168972492218,terrorist,1851-1900,CBOW,139
national_council,0.3728506863117218,terrorist,1851-1900,CBOW,140
effectually,0.3722747266292572,terrorist,1851-1900,CBOW,141
bulldozed,0.3721317946910858,terrorist,1851-1900,CBOW,142
coldblooded,0.3719419836997986,terrorist,1851-1900,CBOW,143
discontent,0.371804267168045,terrorist,1851-1900,CBOW,144
boycott,0.3708215355873108,terrorist,1851-1900,CBOW,145
rural_district,0.370216965675354,terrorist,1851-1900,CBOW,146
wholesale,0.3694261014461517,terrorist,1851-1900,CBOW,147
life_property,0.3692415654659271,terrorist,1851-1900,CBOW,148
disorganization,0.3689814507961273,terrorist,1851-1900,CBOW,149
federal_officeholder,0.3688439726829529,terrorist,1851-1900,CBOW,150
childhood,0.3687469363212585,terrorist,1851-1900,CBOW,151
formation,0.3680386543273926,terrorist,1851-1900,CBOW,152
fraught,0.3680315613746643,terrorist,1851-1900,CBOW,153
continental,0.3678720593452453,terrorist,1851-1900,CBOW,154
disadvantage,0.3675441443920135,terrorist,1851-1900,CBOW,155
morale,0.3673877120018005,terrorist,1851-1900,CBOW,156
liberality,0.3672070801258087,terrorist,1851-1900,CBOW,157
voter_poll,0.3667488992214203,terrorist,1851-1900,CBOW,158
legerdemain,0.3660955727100372,terrorist,1851-1900,CBOW,159
loafer,0.3660857081413269,terrorist,1851-1900,CBOW,160
colored_vote,0.3660517334938049,terrorist,1851-1900,CBOW,161
telegraph_dispatch,0.365766167640686,terrorist,1851-1900,CBOW,162
defraud,0.3653864860534668,terrorist,1851-1900,CBOW,163
brief_statement,0.365125834941864,terrorist,1851-1900,CBOW,164
infest,0.3642444908618927,terrorist,1851-1900,CBOW,165
tremendous,0.3640270233154297,terrorist,1851-1900,CBOW,166
black_tea,0.3637851476669311,terrorist,1851-1900,CBOW,167
sort_monroe,0.3635871708393097,terrorist,1851-1900,CBOW,168
increase,0.3631269037723541,terrorist,1851-1900,CBOW,169
background,0.3630432188510895,terrorist,1851-1900,CBOW,170
federal_judge,0.3629522919654846,terrorist,1851-1900,CBOW,171
clement,0.3629447519779205,terrorist,1851-1900,CBOW,172
scruple,0.3629161417484283,terrorist,1851-1900,CBOW,173
pretence,0.3615177571773529,terrorist,1851-1900,CBOW,174
prevalence,0.3607217371463775,terrorist,1851-1900,CBOW,175
bloodless,0.360700786113739,terrorist,1851-1900,CBOW,176
unaccustomed,0.3598904311656952,terrorist,1851-1900,CBOW,177
utmost_confidence,0.3592721819877624,terrorist,1851-1900,CBOW,178
drawback,0.3589847385883331,terrorist,1851-1900,CBOW,179
outright,0.3589756488800049,terrorist,1851-1900,CBOW,180
exaggerated,0.3587425649166107,terrorist,1851-1900,CBOW,181
national_guard,0.3582246899604797,terrorist,1851-1900,CBOW,182
silence,0.3579429686069488,terrorist,1851-1900,CBOW,183
secretly,0.3572683036327362,terrorist,1851-1900,CBOW,184
murder_innocent,0.3569897711277008,terrorist,1851-1900,CBOW,185
restrain,0.3569895625114441,terrorist,1851-1900,CBOW,186
lip_bud,0.3564404249191284,terrorist,1851-1900,CBOW,187
nefarious,0.3558678925037384,terrorist,1851-1900,CBOW,188
subjection,0.3557806611061096,terrorist,1851-1900,CBOW,189
internal_revenue,0.3556642532348633,terrorist,1851-1900,CBOW,190
aggression,0.3554302453994751,terrorist,1851-1900,CBOW,191
irresistible,0.3548274338245392,terrorist,1851-1900,CBOW,192
osborne,0.3548153340816498,terrorist,1851-1900,CBOW,193
midnight,0.3546102643013,terrorist,1851-1900,CBOW,194
wild_excitement,0.3537992537021637,terrorist,1851-1900,CBOW,195
unequal_contest,0.3532137870788574,terrorist,1851-1900,CBOW,196
italians,0.3525892496109009,terrorist,1851-1900,CBOW,197
contagion,0.3521766066551208,terrorist,1851-1900,CBOW,198
judiciously,0.3517194390296936,terrorist,1851-1900,CBOW,199
unwilling,0.3495800495147705,terrorist,1851-1900,CBOW,200
detach_fort,0.3494511246681213,terrorist,1851-1900,CBOW,201
bid_fair,0.3490714132785797,terrorist,1851-1900,CBOW,202
worthless,0.3483808040618896,terrorist,1851-1900,CBOW,203
uprising,0.3483108282089233,terrorist,1851-1900,CBOW,204
iniquity,0.3482757210731506,terrorist,1851-1900,CBOW,205
extravagance,0.3471280038356781,terrorist,1851-1900,CBOW,206
revolution,0.3470377922058105,terrorist,1851-1900,CBOW,207
disappearance,0.3469521403312683,terrorist,1851-1900,CBOW,208
entitle_respect,0.3467918336391449,terrorist,1851-1900,CBOW,209
viii,0.3465389311313629,terrorist,1851-1900,CBOW,210
knave,0.3457892835140228,terrorist,1851-1900,CBOW,211
practical_experience,0.3456368446350097,terrorist,1851-1900,CBOW,212
mississippi_alabama,0.3452155888080597,terrorist,1851-1900,CBOW,213
indict,0.3450353741645813,terrorist,1851-1900,CBOW,214
thrive,0.3442041277885437,terrorist,1851-1900,CBOW,215
rotation,0.3439607918262481,terrorist,1851-1900,CBOW,216
strain_nerve,0.3438567519187927,terrorist,1851-1900,CBOW,217
provoke_hostility,0.3435818254947662,terrorist,1851-1900,CBOW,218
bad,0.3431671261787414,terrorist,1851-1900,CBOW,219
inevitably,0.342466652393341,terrorist,1851-1900,CBOW,220
hoarse,0.3421149551868438,terrorist,1851-1900,CBOW,221
invention,0.3419638872146606,terrorist,1851-1900,CBOW,222
legalize,0.3416261374950409,terrorist,1851-1900,CBOW,223
violator_law,0.3414024114608764,terrorist,1851-1900,CBOW,224
birmingham,0.3412894010543823,terrorist,1851-1900,CBOW,225
void,0.3411860167980194,terrorist,1851-1900,CBOW,226
revel,0.3410782516002655,terrorist,1851-1900,CBOW,227
purge,0.3409749567508697,terrorist,1851-1900,CBOW,228
workshop,0.3407138586044311,terrorist,1851-1900,CBOW,229
hostility,0.3402702212333679,terrorist,1851-1900,CBOW,230
marvelous,0.3397645056247711,terrorist,1851-1900,CBOW,231
impudent,0.3396067917346954,terrorist,1851-1900,CBOW,232
stupendous,0.3395950198173523,terrorist,1851-1900,CBOW,233
traitorous,0.3393364548683166,terrorist,1851-1900,CBOW,234
england_scotland,0.3391685485839844,terrorist,1851-1900,CBOW,235
indignity,0.3391494452953338,terrorist,1851-1900,CBOW,236
phantom,0.3390282094478607,terrorist,1851-1900,CBOW,237
grind,0.3384252488613128,terrorist,1851-1900,CBOW,238
strong_enough,0.3383032977581024,terrorist,1851-1900,CBOW,239
amour,0.3382231891155243,terrorist,1851-1900,CBOW,240
penetration,0.3382197916507721,terrorist,1851-1900,CBOW,241
unexampled,0.3375214636325836,terrorist,1851-1900,CBOW,242
benevolent_association,0.3373924791812897,terrorist,1851-1900,CBOW,243
contentment,0.3367062509059906,terrorist,1851-1900,CBOW,244
eastern_tennessee,0.3365033566951751,terrorist,1851-1900,CBOW,245
peaceable_citizen,0.3363008499145508,terrorist,1851-1900,CBOW,246
prohibitory,0.336148202419281,terrorist,1851-1900,CBOW,247
utter_confusion,0.335912823677063,terrorist,1851-1900,CBOW,248
presumptive,0.3356342017650604,terrorist,1851-1900,CBOW,249
criminal_prosecution,0.3355227708816528,terrorist,1851-1900,CBOW,250
colored_race,0.3354714214801788,terrorist,1851-1900,CBOW,251
summarily,0.3350508213043213,terrorist,1851-1900,CBOW,252
safeguards,0.3350222110748291,terrorist,1851-1900,CBOW,253
armed_mob,0.3346969783306122,terrorist,1851-1900,CBOW,254
victim,0.3346279859542846,terrorist,1851-1900,CBOW,255
repulsion,0.3340377509593963,terrorist,1851-1900,CBOW,256
defence_protection,0.3338075578212738,terrorist,1851-1900,CBOW,257
gang,0.3337671756744385,terrorist,1851-1900,CBOW,258
gratuitous,0.3335652649402618,terrorist,1851-1900,CBOW,259
troublesome,0.3335558176040649,terrorist,1851-1900,CBOW,260
coincide,0.3333890736103058,terrorist,1851-1900,CBOW,261
disloyalty,0.3331626057624817,terrorist,1851-1900,CBOW,262
guild,0.333048403263092,terrorist,1851-1900,CBOW,263
check,0.3329963684082031,terrorist,1851-1900,CBOW,264
disturbance,0.3329318463802337,terrorist,1851-1900,CBOW,265
excise_commissioner,0.3328514099121094,terrorist,1851-1900,CBOW,266
monmouth_dark,0.332701563835144,terrorist,1851-1900,CBOW,267
cessation,0.3325143158435821,terrorist,1851-1900,CBOW,268
needy,0.3323565423488617,terrorist,1851-1900,CBOW,269
constabulary,0.3321016132831573,terrorist,1851-1900,CBOW,270
graduate,0.331922322511673,terrorist,1851-1900,CBOW,271
ascendancy,0.3318411409854889,terrorist,1851-1900,CBOW,272
tom_mission,0.3314440250396728,terrorist,1851-1900,CBOW,273
town,0.3314068615436554,terrorist,1851-1900,CBOW,274
supplementary,0.3311065137386322,terrorist,1851-1900,CBOW,275
rotten,0.3307828307151794,terrorist,1851-1900,CBOW,276
repugnance,0.3306905031204223,terrorist,1851-1900,CBOW,277
checkmate,0.3303151428699493,terrorist,1851-1900,CBOW,278
diver,0.330081582069397,terrorist,1851-1900,CBOW,279
private_property,0.3300669491291046,terrorist,1851-1900,CBOW,280
degenerate,0.3299906253814697,terrorist,1851-1900,CBOW,281
board_supervisor,0.329548716545105,terrorist,1851-1900,CBOW,282
forty_thousand,0.3294692933559418,terrorist,1851-1900,CBOW,283
torrent,0.3292478322982788,terrorist,1851-1900,CBOW,284
gideon,0.3290401995182037,terrorist,1851-1900,CBOW,285
boldness,0.3290356993675232,terrorist,1851-1900,CBOW,286
imitation,0.3289857506752014,terrorist,1851-1900,CBOW,287
incite,0.3288857936859131,terrorist,1851-1900,CBOW,288
total,0.3288191854953766,terrorist,1851-1900,CBOW,289
crusade,0.3284263014793396,terrorist,1851-1900,CBOW,290
habeas_corpus,0.3280513882637024,terrorist,1851-1900,CBOW,291
psalm,0.3275594115257263,terrorist,1851-1900,CBOW,292
inflation,0.3273971676826477,terrorist,1851-1900,CBOW,293
speak_freely,0.3273735642433166,terrorist,1851-1900,CBOW,294
corrupting,0.3273430168628692,terrorist,1851-1900,CBOW,295
lloyd,0.3272888958454132,terrorist,1851-1900,CBOW,296
unprecedented,0.3272197842597961,terrorist,1851-1900,CBOW,297
mob_violence,0.3269680440425873,terrorist,1851-1900,CBOW,298
persecution,0.3268341720104217,terrorist,1851-1900,CBOW,299
rico,0.3266906142234802,terrorist,1851-1900,CBOW,300
ravage,0.3265006840229034,terrorist,1851-1900,CBOW,301
grievance,0.3264510631561279,terrorist,1851-1900,CBOW,302
warfare,0.326202780008316,terrorist,1851-1900,CBOW,303
analyze,0.3261812627315521,terrorist,1851-1900,CBOW,304
outbreak,0.3260291814804077,terrorist,1851-1900,CBOW,305
reality,0.3258950114250183,terrorist,1851-1900,CBOW,306
batman,0.3254460990428924,terrorist,1851-1900,CBOW,307
animal,0.3249047100543976,terrorist,1851-1900,CBOW,308
vigilance_committee,0.3246028125286102,terrorist,1851-1900,CBOW,309
variety,0.3243896961212158,terrorist,1851-1900,CBOW,310
avoid,0.324278712272644,terrorist,1851-1900,CBOW,311
calamitous,0.3241462409496307,terrorist,1851-1900,CBOW,312
maliciously,0.3240498602390289,terrorist,1851-1900,CBOW,313
businesslike,0.3238331079483032,terrorist,1851-1900,CBOW,314
fury,0.3234805166721344,terrorist,1851-1900,CBOW,315
sov_palmer,0.3230461180210113,terrorist,1851-1900,CBOW,316
outlaws,0.3230303823947906,terrorist,1851-1900,CBOW,317
external,0.322909265756607,terrorist,1851-1900,CBOW,318
swiss,0.322805643081665,terrorist,1851-1900,CBOW,319
piedmont,0.3227630853652954,terrorist,1851-1900,CBOW,320
evangelical,0.322710633277893,terrorist,1851-1900,CBOW,321
mania,0.3224784135818481,terrorist,1851-1900,CBOW,322
devote_attention,0.3223704099655151,terrorist,1851-1900,CBOW,323
canvasser,0.3223606944084167,terrorist,1851-1900,CBOW,324
retain_power,0.3223250210285187,terrorist,1851-1900,CBOW,325
terrorism,0.3223163187503814,terrorist,1851-1900,CBOW,326
misrule,0.3222986459732055,terrorist,1851-1900,CBOW,327
hilton,0.3222418427467346,terrorist,1851-1900,CBOW,328
verses,0.3221700489521026,terrorist,1851-1900,CBOW,329
extent,0.3221147954463959,terrorist,1851-1900,CBOW,330
picturesque,0.322004497051239,terrorist,1851-1900,CBOW,331
starvation,0.3217649459838867,terrorist,1851-1900,CBOW,332
respected,0.3216685354709625,terrorist,1851-1900,CBOW,333
agony,0.3216360211372375,terrorist,1851-1900,CBOW,334
callous,0.3214645981788635,terrorist,1851-1900,CBOW,335
sudden_death,0.3212147355079651,terrorist,1851-1900,CBOW,336
drone,0.3210417032241821,terrorist,1851-1900,CBOW,337
civilized,0.3209488689899444,terrorist,1851-1900,CBOW,338
numbering,0.3206145465373993,terrorist,1851-1900,CBOW,339
precursor,0.3205755054950714,terrorist,1851-1900,CBOW,340
destruction_property,0.320542573928833,terrorist,1851-1900,CBOW,341
class_citizen,0.3204799592494964,terrorist,1851-1900,CBOW,342
exasperated,0.3203546404838562,terrorist,1851-1900,CBOW,343
lobby,0.3201651275157928,terrorist,1851-1900,CBOW,344
ex,0.3201351165771484,terrorist,1851-1900,CBOW,345
disgust,0.3200337886810303,terrorist,1851-1900,CBOW,346
implacable,0.3199767768383026,terrorist,1851-1900,CBOW,347
line_duty,0.3197469711303711,terrorist,1851-1900,CBOW,348
resentment,0.3196281492710113,terrorist,1851-1900,CBOW,349
indemnity,0.319613516330719,terrorist,1851-1900,CBOW,350
commission,0.3194760382175445,terrorist,1851-1900,CBOW,351
sa,0.3187718689441681,terrorist,1851-1900,CBOW,352
despotic,0.3185041546821594,terrorist,1851-1900,CBOW,353
promptness,0.3184516429901123,terrorist,1851-1900,CBOW,354
surface,0.3181071579456329,terrorist,1851-1900,CBOW,355
interfere_purity,0.3178207874298095,terrorist,1851-1900,CBOW,356
ukase,0.3176210522651672,terrorist,1851-1900,CBOW,357
coerce,0.3174892365932464,terrorist,1851-1900,CBOW,358
generously,0.3174480497837066,terrorist,1851-1900,CBOW,359
free_fair,0.3173312544822693,terrorist,1851-1900,CBOW,360
dig_editor,0.3170583248138428,terrorist,1851-1900,CBOW,361
count_vernon,0.316917210817337,terrorist,1851-1900,CBOW,362
legal_proceeding,0.3166640996932983,terrorist,1851-1900,CBOW,363
immature,0.3166596293449402,terrorist,1851-1900,CBOW,364
home,0.3164702951908111,terrorist,1851-1900,CBOW,365
undefined,0.3163273334503174,terrorist,1851-1900,CBOW,366
axis,0.3158582746982574,terrorist,1851-1900,CBOW,367
radicalism,0.3154175877571106,terrorist,1851-1900,CBOW,368
medial,0.3151873648166656,terrorist,1851-1900,CBOW,369
massacre,0.3145747184753418,terrorist,1851-1900,CBOW,370
insurgent,0.3145461678504944,terrorist,1851-1900,CBOW,371
hush,0.314443826675415,terrorist,1851-1900,CBOW,372
grow_weary,0.3144272267818451,terrorist,1851-1900,CBOW,373
insurrection_domestic,0.3142381906509399,terrorist,1851-1900,CBOW,374
energetic_measure,0.3142374157905578,terrorist,1851-1900,CBOW,375
spoliation,0.3141506314277649,terrorist,1851-1900,CBOW,376
doer,0.3141254186630249,terrorist,1851-1900,CBOW,377
irregularity,0.3141205608844757,terrorist,1851-1900,CBOW,378
overwhelming,0.3140459954738617,terrorist,1851-1900,CBOW,379
thinking,0.3139504790306091,terrorist,1851-1900,CBOW,380
trample,0.3138743638992309,terrorist,1851-1900,CBOW,381
public_school,0.3137721121311188,terrorist,1851-1900,CBOW,382
daily_nightly,0.3137503862380981,terrorist,1851-1900,CBOW,383
invincible,0.3132781684398651,terrorist,1851-1900,CBOW,384
st,0.313183844089508,terrorist,1851-1900,CBOW,385
lotion,0.3129376173019409,terrorist,1851-1900,CBOW,386
conservatism,0.312587022781372,terrorist,1851-1900,CBOW,387
counselling,0.3124809265136719,terrorist,1851-1900,CBOW,388
henceforth,0.3124671280384063,terrorist,1851-1900,CBOW,389
society_prevention,0.3124374747276306,terrorist,1851-1900,CBOW,390
campaigning,0.3123303651809692,terrorist,1851-1900,CBOW,391
unnatural,0.3122949004173279,terrorist,1851-1900,CBOW,392
communist,0.3122616112232208,terrorist,1851-1900,CBOW,393
nationality,0.3122264146804809,terrorist,1851-1900,CBOW,394
rehabilitation,0.3121685981750488,terrorist,1851-1900,CBOW,395
canton,0.3121060729026794,terrorist,1851-1900,CBOW,396
intimidation_fraud,0.3120355606079101,terrorist,1851-1900,CBOW,397
incentive,0.3119727671146393,terrorist,1851-1900,CBOW,398
terminate,0.3117637038230896,terrorist,1851-1900,CBOW,399
malicious_mischief,0.3114978969097137,terrorist,1851-1900,CBOW,400
drain,0.3114650845527649,terrorist,1851-1900,CBOW,401
colored_voter,0.3114466369152069,terrorist,1851-1900,CBOW,402
discretion,0.3114199042320251,terrorist,1851-1900,CBOW,403
protection_afford,0.3110494911670685,terrorist,1851-1900,CBOW,404
protective,0.3107150495052337,terrorist,1851-1900,CBOW,405
wandering,0.3101910948753357,terrorist,1851-1900,CBOW,406
reach_climax,0.3101346790790558,terrorist,1851-1900,CBOW,407
rioting,0.3100929260253906,terrorist,1851-1900,CBOW,408
insight,0.3100579977035522,terrorist,1851-1900,CBOW,409
freedmen,0.3100289106369018,terrorist,1851-1900,CBOW,410
equity,0.3098378479480743,terrorist,1851-1900,CBOW,411
color_voter,0.3097670674324035,terrorist,1851-1900,CBOW,412
thwart,0.3096295297145843,terrorist,1851-1900,CBOW,413
loss_sustain,0.3094993829727173,terrorist,1851-1900,CBOW,414
vindication,0.309342473745346,terrorist,1851-1900,CBOW,415
combination,0.3093079030513763,terrorist,1851-1900,CBOW,416
log_cabin,0.3092931509017944,terrorist,1851-1900,CBOW,417
revolt,0.3092897832393646,terrorist,1851-1900,CBOW,418
anarchy,0.3092823326587677,terrorist,1851-1900,CBOW,419
emit,0.3092373311519623,terrorist,1851-1900,CBOW,420
th_inst,0.3091640174388885,terrorist,1851-1900,CBOW,421
tyrannize,0.3090630173683166,terrorist,1851-1900,CBOW,422
incendiary,0.3089348971843719,terrorist,1851-1900,CBOW,423
irritation,0.3087952435016632,terrorist,1851-1900,CBOW,424
protestant,0.3087304234504699,terrorist,1851-1900,CBOW,425
procedure,0.3083040416240692,terrorist,1851-1900,CBOW,426
iota,0.3081687092781067,terrorist,1851-1900,CBOW,427
alarmist,0.3079941272735595,terrorist,1851-1900,CBOW,428
conscription,0.3075828850269317,terrorist,1851-1900,CBOW,429
unjustifiable,0.3074523508548736,terrorist,1851-1900,CBOW,430
ranch,0.3072989284992218,terrorist,1851-1900,CBOW,431
disaffect,0.3071802258491516,terrorist,1851-1900,CBOW,432
legitimate,0.3071547150611877,terrorist,1851-1900,CBOW,433
solitary,0.3069646060466766,terrorist,1851-1900,CBOW,434
distract,0.3069360554218292,terrorist,1851-1900,CBOW,435
socialism,0.3067077398300171,terrorist,1851-1900,CBOW,436
nationalists,0.3065852522850036,terrorist,1851-1900,CBOW,437
clearly,0.3064644038677215,terrorist,1851-1900,CBOW,438
rapidity,0.3064535558223724,terrorist,1851-1900,CBOW,439
tragic,0.3063569068908691,terrorist,1851-1900,CBOW,440
bind_together,0.3062806129455566,terrorist,1851-1900,CBOW,441
disparity,0.3062055110931396,terrorist,1851-1900,CBOW,442
allen,0.3061003386974334,terrorist,1851-1900,CBOW,443
unprincipled,0.3052325546741485,terrorist,1851-1900,CBOW,444
conversational,0.3050927519798279,terrorist,1851-1900,CBOW,445
indorsement,0.3045204579830169,terrorist,1851-1900,CBOW,446
turbulence,0.3045163154602051,terrorist,1851-1900,CBOW,447
arrogance,0.3044341206550598,terrorist,1851-1900,CBOW,448
outspoken,0.3043693602085113,terrorist,1851-1900,CBOW,449
loathsome,0.304358422756195,terrorist,1851-1900,CBOW,450
lunatic,0.3040711879730224,terrorist,1851-1900,CBOW,451
absurd,0.303778201341629,terrorist,1851-1900,CBOW,452
saxon,0.3037653267383575,terrorist,1851-1900,CBOW,453
patent,0.3037596940994262,terrorist,1851-1900,CBOW,454
oppressive,0.3035866618156433,terrorist,1851-1900,CBOW,455
fraud,0.3035473525524139,terrorist,1851-1900,CBOW,456
injustice,0.3033930957317352,terrorist,1851-1900,CBOW,457
continuation,0.3033237159252167,terrorist,1851-1900,CBOW,458
reservation,0.302308976650238,terrorist,1851-1900,CBOW,459
wonderful,0.302264541387558,terrorist,1851-1900,CBOW,460
agency,0.3022240102291107,terrorist,1851-1900,CBOW,461
genera,0.3021586537361145,terrorist,1851-1900,CBOW,462
sable,0.3020921051502228,terrorist,1851-1900,CBOW,463
desolation,0.301724374294281,terrorist,1851-1900,CBOW,464
objectionable,0.3013710677623749,terrorist,1851-1900,CBOW,465
unmitigated,0.3012134432792663,terrorist,1851-1900,CBOW,466
covert,0.3011981546878814,terrorist,1851-1900,CBOW,467
mast,0.301092267036438,terrorist,1851-1900,CBOW,468
